element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Fe,2,"=""247.066913""","=""0.000012""","=""247.066910""","=""0.000010""","=""180000""","=""1.54e+08""",C+,"=""22810.3459""","=""63272.981""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(3F2).4p""","=""x 4D*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.076490""","=""0.000016""","=""247.076496""","=""0.000013""","=""23000""","=""9.e+07""",D+,"=""25787.5816""","=""66248.647""","=""3d6.(3P2).4s""","=""b 2P""","=""3/2""","=""3d6.(3P2).4p""","=""z 2S*""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.08462""","=""0.00008""","=""247.084665""","=""0.000011""","=""3200""","=""5.4e+05""",D+,"=""21711.8963""","=""62171.624""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""","=""3d5.(6S).4s.4p.(3P*)""","=""y 6P*""","=""7/2""",8,8,,"=""T7503""","=""L18349c139""",
Fe,2,"=""247.087894""","=""0.000012""","=""247.087894""","=""0.000012""","=""7000""","=""3.28e+08""",B+,"=""69606.567""","=""110065.766""","=""3d6.(3G).4p""","=""y 2F*""","=""7/2""","=""3d6.(3G).4d""","=""2D""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""247.09653""","=""0.00002""","=""247.096525""","=""0.000009""","=""910""","=""2.36e+06""",B+,"=""7376.764""","=""47834.550""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3G*""","=""5""",9,11,,"=""T5720""","=""L11631""",
Fe,2,"=""247.11664""","=""0.00014""","=""247.116658""","=""0.000012""","=""600""","=""2.6e+06""",D,"=""64834.069""","=""105288.559""","=""3d6.(3P2).4p""","=""z 2P*""","=""3/2""","=""3d6.(5D).5d""","=""6G""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.12407""","=""0.00007""","=""247.123977""","=""0.000012""","=""1100""","=""7.3e+06""",D+,"=""66612.659""","=""107065.951""","=""3d6.(3G).4p""","=""x 4F*""","=""3/2""","=""3d6.(5D).5d""","=""4P""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.12757""","=""0.00002""","=""247.127562""","=""0.000011""","=""15000bl(Fe II)*""","=""4.15e+07""",C+,"=""44232.5398""","=""84685.245""","=""3d6.(5D).4p""","=""z 4F*""","=""9/2""","=""3d6.(5D).4d""","=""f 4D""","=""7/2""",10,8,,"=""T7186""","=""L18349c148""",
Fe,2,"=""247.12757""","=""0.00002""","=""247.127575""","=""0.000011""","=""15000bl(Fe II)*""","=""2.3e+06""",D,"=""64286.354""","=""104739.057""","=""3d6.(3F2).4p""","=""z 2F*""","=""7/2""","=""3d6.(3F2).4d""","=""4P""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c148""",
Fe,2,"=""247.1380""","=""0.0005""","=""247.137833""","=""0.000018""","=""1400bl(Fe II)*""","=""5.e+06""",D,"=""36126.412""","=""76577.436""","=""3d6.(3D).4s""","=""b 2D""","=""3/2""","=""3d6.(1S2).4p""","=""x 2P*""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c143""",
Fe,2,"=""247.1673""","=""0.0002""","=""247.167130""","=""0.000011""","=""2300""","=""9.e+05""",D,"=""21711.8963""","=""62158.126""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""","=""3d6.(3F2).4p""","=""y 4F*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.20729""","=""0.00003""","=""247.207301""","=""0.000012""","=""13000""","=""9.e+06""",D+,"=""21711.8963""","=""62151.554""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""","=""3d6.(3F2).4p""","=""y 4F*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.2126""","=""0.0005""","=""247.213663""","=""0.000011""","=""250""","=""6.e+05""",D,"=""65580.065""","=""106018.682""","=""3d6.(3G).4p""","=""x 4G*""","=""11/2""","=""3d6.(3H).4d""","=""2H""","=""9/2""",12,10,,"=""T6892c83""","=""L18349c143""",
Fe,1,"=""247.2341""","=""0.0006""","=""247.233614""","=""0.000009""","=""6000bl*""","=""1.07e+07""",B+,"=""7376.764""","=""47812.118""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
Fe,1,"=""247.2341""","=""0.0006""","=""247.235118""","=""0.000014""","=""6000bl*""","=""7.21e+06""",B,"=""6928.268""","=""47363.376""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""","=""6""",11,13,,"=""T5720""","=""L11631""",
Fe,2,"=""247.242806""","=""0.000012""","=""247.242804""","=""0.000011""","=""70000""","=""8.e+07""",D+,"=""23031.2829""","=""63465.134""","=""3d6.(3F2).4s""","=""b 4F""","=""3/2""","=""3d6.(3F2).4p""","=""x 4D*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.25325""","=""0.00004""","=""247.253281""","=""0.000011""","=""1800""","=""8.e+06""",D+,"=""63948.803""","=""104380.941""","=""3d6.(3F2).4p""","=""y 4G*""","=""9/2""","=""3d6.(5D).5d""","=""6F""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.260515""","=""0.000012""","=""247.260515""","=""0.000010""","=""120000""","=""3.22e+08""",C+,"=""44753.8179""","=""85184.773""","=""3d6.(5D).4p""","=""z 4F*""","=""7/2""","=""3d6.(5D).4d""","=""e 4G""","=""9/2""",8,10,,"=""T7186""","=""L18349c139""",
Fe,2,"=""247.26508""","=""0.00003""","=""247.265060""","=""0.000015""","=""2000""","=""4.3e+07""",D+,"=""67000.530""","=""107430.742""","=""3d6.(3F2).4p""","=""y 2D*""","=""5/2""","=""3d6.(3F2).4d""","=""2D""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""247.28711""","=""0.00002""","=""247.287203""","=""0.000009""","=""1510""","=""2.10e+07""",C,"=""704.007""","=""41130.599""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""1""",5,3,,"=""T5720""","=""L11631""",
Fe,1,"=""247.28947""","=""0.00002""","=""247.289473""","=""0.000009""","=""3980""","=""1.30e+08""",B,"=""415.933""","=""40842.154""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""3""",7,7,,"=""T5720""","=""L11631""",
Fe,2,"=""247.303086""","=""0.000016""","=""247.303024""","=""0.000011""","=""27000""","=""1.08e+08""",C+,"=""44446.9051""","=""84870.911""","=""3d6.(5D).4p""","=""z 4D*""","=""7/2""","=""3d6.(5D).4d""","=""f 4D""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""247.31566""","=""0.00002""","=""247.315677""","=""0.000007""","=""4470""","=""2.75e+06""",B+,"=""0.000""","=""40421.938""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d5.(6S).4s2.4p""","=""y 7P*""","=""4""",9,9,,"=""T5720""","=""L11631""",
Fe,2,"=""247.332101""","=""0.000012""","=""247.332105""","=""0.000012""","=""90000""","=""2.7e+08""",C+,"=""22409.8178""","=""62829.071""","=""3d6.(3P2).4s""","=""b 4P""","=""1/2""","=""3d6.(3P2).4p""","=""y 4D*""","=""1/2""",2,2,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.34593""","=""0.00013""","=""247.346048""","=""0.000019""","=""1800""","=""3.4e+07""",D+,"=""50212.836""","=""90629.811""","=""3d6.(3P1).4s""","=""c 4P""","=""5/2""","=""3d6.(3P1).4p""","=""4S*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.37058""","=""0.00011""","=""247.370531""","=""0.000011""","=""1100""","=""1.4e+07""",D+,"=""62689.874""","=""103102.849""","=""3d6.(3P2).4p""","=""y 4D*""","=""5/2""","=""3d6.(3P2).4d""","=""4D""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.405347""","=""0.000013""","=""247.405349""","=""0.000012""","=""8000""","=""2.15e+08""",C+,"=""67000.530""","=""107407.818""","=""3d6.(3F2).4p""","=""y 2D*""","=""5/2""","=""3d6.(3F2).4d""","=""2D""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.42092""","=""0.00003""","=""247.420916""","=""0.000012""","=""4000""","=""3.7e+07""",D+,"=""64834.069""","=""105238.815""","=""3d6.(3P2).4p""","=""z 2P*""","=""3/2""","=""3d6.(3P2).4d""","=""2D""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.43943""","=""0.00011""","=""247.439307""","=""0.000012""","=""500""","=""1.0e+07""",D+,"=""69606.567""","=""110008.310""","=""3d6.(3G).4p""","=""y 2F*""","=""7/2""","=""3d6.(3G).4d""","=""2H""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.44889""","=""0.00003""","=""247.448899""","=""0.000012""","=""3400""","=""1.26e+08""",C+,"=""64834.069""","=""105234.246""","=""3d6.(3P2).4p""","=""z 2P*""","=""3/2""","=""3d6.(3P2).4d""","=""4P""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.45197""","=""0.00004""","=""247.451950""","=""0.000012""","=""2200""","=""5.3e+07""",C+,"=""65363.607""","=""105763.286""","=""3d6.(3H).4p""","=""z 2H*""","=""11/2""","=""3d6.(3F2).4d""","=""2H""","=""11/2""",12,12,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.47325""","=""0.00013""","=""247.473128""","=""0.000012""","=""600""","=""3.8e+06""",D,"=""64834.069""","=""105230.291""","=""3d6.(3P2).4p""","=""z 2P*""","=""3/2""","=""3d6.(5D).5d""","=""4D""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.476504""","=""0.000012""","=""247.476510""","=""0.000011""","=""70000""","=""9.7e+07""",C+,"=""25981.6451""","=""66377.315""","=""3d6.(3G).4s""","=""a 4G""","=""7/2""","=""3d6.(3G).4p""","=""x 4F*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""247.48142""","=""0.00002""","=""247.481423""","=""0.000009""","=""2570""","=""6.13e+07""",B,"=""7728.060""","=""48122.928""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d6.(3G).4s.4p.(3P*)""","=""v 5F*""","=""3""",7,7,,"=""T5720""","=""L11631""",
Fe,2,"=""247.50680""","=""0.00015""","=""247.506828""","=""0.000012""","=""400""","=""6.0e+06""",D+,"=""68000.785""","=""108391.507""","=""3d6.(3G).4p""","=""y 2H*""","=""9/2""","=""3d6.(3G).4d""","=""4G""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.511692""","=""0.000012""","=""247.511681""","=""0.000011""","=""110000bl(Fe II)*""","=""3.72e+08""",B+,"=""45289.8248""","=""85679.755""","=""3d6.(5D).4p""","=""z 4F*""","=""3/2""","=""3d6.(5D).4d""","=""e 4G""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c148""",
Fe,2,"=""247.511692""","=""0.000012""","=""247.511798""","=""0.000011""","=""110000bl(Fe II)*""","=""2.0e+07""",D+,"=""66377.315""","=""106767.226""","=""3d6.(3G).4p""","=""x 4F*""","=""7/2""","=""3d6.(3F2).4d""","=""4F""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c148""",
Fe,2,"=""247.554125""","=""0.000012""","=""247.554128""","=""0.000010""","=""100000""","=""3.18e+08""",B+,"=""45079.9019""","=""85462.907""","=""3d6.(5D).4p""","=""z 4F*""","=""5/2""","=""3d6.(5D).4d""","=""e 4G""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.5779""","=""0.0002""","=""247.577900""","=""0.000011""","=""500""","=""1.2e+06""",D,"=""64831.951""","=""105211.079""","=""3d6.(3F2).4p""","=""y 2G*""","=""9/2""","=""3d6.(5D).5d""","=""4G""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.626397""","=""0.000020""","=""247.626389""","=""0.000011""","=""18000""","=""1.0e+07""",D+,"=""21711.8963""","=""62083.118""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""","=""3d6.(3H).4p""","=""z 2G*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.63929""","=""0.00008""","=""247.639270""","=""0.000012""","=""4000""","=""8.e+06""",D+,"=""43620.9842""","=""83990.106""","=""3d6.(5D).4p""","=""z 6P*""","=""3/2""","=""3d6.(5D).4d""","=""6D""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""247.66565""","=""0.00002""","=""247.665658""","=""0.000009""","=""1020""","=""3.05e+07""",B,"=""7985.785""","=""48350.606""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d6.(3G).4s.4p.(3P*)""","=""v 5F*""","=""1""",5,3,,"=""T5720""","=""L11631""",
Fe,1,"=""247.68654""","=""0.00005""","=""247.686504""","=""0.000009""","=""129""","=""2.93e+06""",C+,"=""8154.714""","=""48516.138""","=""3d7.(4F).4s""","=""a 5F""","=""1""","=""3d7.(4P).4p""","=""x 3P*""","=""1""",3,3,,"=""T5720""","=""L11631""",
Fe,2,"=""247.734319""","=""0.000014""","=""247.734336""","=""0.000011""","=""30000""","=""1.70e+07""",B,"=""21711.8963""","=""62065.528""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""","=""3d6.(3F2).4p""","=""y 4F*""","=""7/2""",8,8,,"=""T7461""","=""L18349c139""",
Fe,2,"=""247.73825""","=""0.00008""","=""247.738233""","=""0.000015""","=""4000""","=""2.4e+06""",D+,"=""31999.049""","=""72352.046""","=""3d7""","=""b 2F""","=""7/2""","=""3d6.(3D).4p""","=""w 4F*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.74998""","=""0.00009""","=""247.750102""","=""0.000013""","=""3600""","=""1.1e+06""",D,"=""20805.7632""","=""61156.827""","=""3d7""","=""a 2H""","=""9/2""","=""3d6.(3H).4p""","=""z 4H*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.790657""","=""0.000016""","=""247.790658""","=""0.000011""","=""6000""","=""5.4e+07""",D+,"=""66522.310""","=""106866.770""","=""3d6.(3G).4p""","=""x 4F*""","=""5/2""","=""3d6.(3F2).4d""","=""4F""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.81130""","=""0.00002""","=""247.811309""","=""0.000013""","=""14000""","=""3.1e+07""",D+,"=""26932.7348""","=""67273.833""","=""3d6.(3P2).4s""","=""b 2P""","=""1/2""","=""3d6.(3F2).4p""","=""y 2D*""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.81776""","=""0.00011""","=""247.817749""","=""0.000011""","=""700""","=""1.7e+06""",D,"=""64040.891""","=""104380.941""","=""3d6.(3F2).4p""","=""y 4G*""","=""7/2""","=""3d6.(5D).5d""","=""6F""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.82107""","=""0.00005""","=""247.821075""","=""0.000013""","=""7000bl(Fe I)""","=""5.6e+06""",D+,"=""21812.0454""","=""62151.554""","=""3d6.(3P2).4s""","=""b 4P""","=""3/2""","=""3d6.(3F2).4p""","=""y 4F*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c148""",
Fe,2,"=""247.84503""","=""0.00009""","=""247.844958""","=""0.000013""","=""4000""","=""3.1e+06""",D+,"=""21251.5833""","=""61587.205""","=""3d6.(3H).4s""","=""a 4H""","=""13/2""","=""3d6.(3H).4p""","=""z 4I*""","=""11/2""",14,12,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.857194""","=""0.000012""","=""247.857199""","=""0.000011""","=""110000""","=""9.1e+07""",C+,"=""22939.3512""","=""63272.981""","=""3d6.(3F2).4s""","=""b 4F""","=""5/2""","=""3d6.(3F2).4p""","=""x 4D*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.91433""","=""0.00006""","=""247.914309""","=""0.000013""","=""1200""","=""1.2e+07""",D+,"=""66522.310""","=""106846.649""","=""3d6.(3G).4p""","=""x 4F*""","=""5/2""","=""3d6.(5D).5d""","=""4F""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.92277""","=""0.00009""","=""247.92301""","=""0.00003""","=""4000""","=""3.6e+07""",D+,"=""38164.220""","=""78487.144""","=""3d6.(1D2).4s""","=""c 2D""","=""5/2""","=""3d6.(1D2).4p""","=""w 2D*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.92928""","=""0.00010""","=""247.929288""","=""0.000013""","=""3100""","=""1.9e+06""",D,"=""26055.4120""","=""66377.315""","=""3d6.(3G).4s""","=""a 4G""","=""5/2""","=""3d6.(3G).4p""","=""x 4F*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""247.93814""","=""0.00005""","=""247.938084""","=""0.000010""","=""6000""","=""9.e+06""",D+,"=""42658.2444""","=""82978.717""","=""3d6.(5D).4p""","=""z 6P*""","=""7/2""","=""3d6.(5D).4d""","=""e 6F""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""247.94802""","=""0.00019""","=""247.948014""","=""0.000009""","=""650bl*""","=""2.10e+07""",B,"=""7985.785""","=""48304.643""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d7.(4P).4p""","=""x 3P*""","=""2""",5,5,,"=""T5720""","=""L11631""",
Fe,1,"=""247.96278""","=""0.00005""","=""247.962670""","=""0.000009""","=""129""","=""7.06e+05""",C,"=""7376.764""","=""47693.239""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""","=""3""",9,7,,"=""T5720""","=""L11631""",
Fe,1,"=""247.97762""","=""0.00002""","=""247.977624""","=""0.000009""","=""7600""","=""1.74e+08""",B,"=""704.007""","=""41018.051""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""2""",5,5,,"=""T5720""","=""L11631""",
Fe,2,"=""247.98518""","=""0.00012""","=""247.985363""","=""0.000011""","=""900""","=""8.e+06""",D+,"=""62689.874""","=""103002.660""","=""3d6.(3P2).4p""","=""y 4D*""","=""5/2""","=""3d6.(3P2).4d""","=""4D""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""248.015734""","=""0.000012""","=""248.015733""","=""0.000010""","=""210000""","=""1.55e+08""",C+,"=""22637.1950""","=""62945.045""","=""3d6.(3F2).4s""","=""b 4F""","=""9/2""","=""3d6.(3F2).4p""","=""x 4D*""","=""7/2""",10,8,,"=""T7461""","=""L18349c139""",
Fe,2,"=""248.095138""","=""0.000019""","=""248.095101""","=""0.000013""","=""3000""","=""1.09e+08""",C+,"=""69606.567""","=""109901.523""","=""3d6.(3G).4p""","=""y 2F*""","=""7/2""","=""3d6.(3G).4d""","=""2G""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""248.104930""","=""0.000018""","=""248.104922""","=""0.000011""","=""20000""","=""1.5e+07""",D+,"=""26170.1810""","=""66463.542""","=""3d6.(3H).4s""","=""b 2H""","=""11/2""","=""3d6.(3G).4p""","=""y 4H*""","=""11/2""",12,12,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""248.15782""","=""0.00006""","=""248.157764""","=""0.000019""","=""5000""","=""1.6e+07""",D+,"=""33466.4943""","=""73751.276""","=""3d6.(1G2).4s""","=""c 2G""","=""9/2""","=""3d6.(1I).4p""","=""w 2H*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""248.16951""","=""0.00013""","=""248.169529""","=""0.000012""","=""800""","=""6.7e+06""",D+,"=""64286.354""","=""104569.226""","=""3d6.(3F2).4p""","=""z 2F*""","=""7/2""","=""3d6.(3P2).4d""","=""4F""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""248.211698""","=""0.000012""","=""248.211711""","=""0.000011""","=""80000""","=""6.5e+07""",C+,"=""21251.5833""","=""61527.610""","=""3d6.(3H).4s""","=""a 4H""","=""13/2""","=""3d6.(3H).4p""","=""z 4I*""","=""13/2""",14,14,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""248.22193""","=""0.00005""","=""248.221928""","=""0.000011""","=""1400""","=""3.5e+06""",D+,"=""66522.310""","=""106796.679""","=""3d6.(3G).4p""","=""x 4F*""","=""5/2""","=""3d6.(5D).5d""","=""4P""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""248.232580""","=""0.000016""","=""248.232580""","=""0.000019""","=""23000""","=""2.23e+08""",C+,"=""38214.503""","=""78487.144""","=""3d6.(1D2).4s""","=""c 2D""","=""3/2""","=""3d6.(1D2).4p""","=""w 2D*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""248.265725""","=""0.000012""","=""248.265731""","=""0.000011""","=""120000""","=""1.25e+08""",C+,"=""25428.7893""","=""65696.053""","=""3d6.(3G).4s""","=""a 4G""","=""11/2""","=""3d6.(3G).4p""","=""x 4G*""","=""9/2""",12,10,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""248.26754""","=""0.00003""","=""248.26755""","=""0.00003""","=""5000""","=""2.23e+08""",B+,"=""58631.623""","=""98898.591""","=""3d6.(1G1).4s""","=""d 2G""","=""9/2""","=""3d6.(1G1).4p""","=""2F*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""248.286672""","=""0.000015""","=""248.286663""","=""0.000011""","=""26000""","=""1.69e+08""",C+,"=""44784.7859""","=""85048.655""","=""3d6.(5D).4p""","=""z 4D*""","=""5/2""","=""3d6.(5D).4d""","=""f 4D""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""248.2932""","=""0.0005""","=""248.292932""","=""0.000013""","=""600""","=""9.e+05""",D,"=""20830.5534""","=""61093.406""","=""3d6.(3P2).4s""","=""b 4P""","=""5/2""","=""3d6.(3P2).4p""","=""z 2D*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c142""",
Fe,3,"=""248.297""","=""0.003""","=""248.3016""","=""0.0007""","=""40""","=""1.11e+01""",B+,"=""738.87""","=""41000.31""","=""3d6""","=""5D""","=""2""","=""3d5.(6S).4s""","=""5S""","=""2""",5,5,E2,"=""u45""","=""L9779c153""",
Fe,1,"=""248.32707""","=""0.00005""","=""248.327095""","=""0.000007""","=""38000""","=""4.80e+08""",B,"=""0.000""","=""40257.314""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""5""",9,11,,"=""T5720""","=""L11631""",
Fe,2,"=""248.337123""","=""0.000015""","=""248.337126""","=""0.000013""","=""4000""","=""1.51e+08""",C+,"=""70314.624""","=""110570.312""","=""3d6.(3G).4p""","=""x 2G*""","=""9/2""","=""3d6.(3G).4d""","=""2F""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""248.35332""","=""0.00002""","=""248.353328""","=""0.000009""","=""1740""","=""2.09e+07""",C,"=""7985.785""","=""48238.847""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d6.(3G).4s.4p.(3P*)""","=""v 5F*""","=""2""",5,5,,"=""T5720""","=""L11631""",
Fe,2,"=""248.36582""","=""0.00002""","=""248.365792""","=""0.000014""","=""2200""","=""8.4e+07""",C+,"=""69650.481""","=""109901.523""","=""3d6.(3G).4p""","=""y 2F*""","=""5/2""","=""3d6.(3G).4d""","=""2G""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""248.37237""","=""0.00002""","=""248.372344""","=""0.000019""","=""16000""","=""5.4e+07""",C+,"=""33501.2957""","=""73751.276""","=""3d6.(1G2).4s""","=""c 2G""","=""7/2""","=""3d6.(1I).4p""","=""w 2H*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""248.41875""","=""0.00002""","=""248.418719""","=""0.000009""","=""10000""","=""2.26e+08""",C+,"=""888.132""","=""41130.599""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""1""",3,3,,"=""T5720""","=""L11631""",
Fe,2,"=""248.4207""","=""0.0005""","=""248.420131""","=""0.000011""","=""11000""","=""6.e+05""",D,"=""1872.5998""","=""42114.8380""","=""3d7""","=""a 4F""","=""9/2""","=""3d6.(5D).4p""","=""z 6F*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c143""",
Fe,2,"=""""","=""""","=""248.423466""","=""0.000005""","=""""","=""8.e+06""",D+,"=""23031.2829""","=""63272.981""","=""3d6.(3F2).4s""","=""b 4F""","=""3/2""","=""3d6.(3F2).4p""","=""x 4D*""","=""5/2""",4,6,,"=""T6892c83""","=""""",
Fe,2,"=""248.424431""","=""0.000012""","=""248.424497""","=""0.000012""","=""70000""","=""5.9e+07""",C+,"=""26170.1810""","=""66411.712""","=""3d6.(3H).4s""","=""b 2H""","=""11/2""","=""3d6.(3G).4p""","=""y 4H*""","=""13/2""",12,14,,"=""T6892c83""","=""L18349c145""",
Fe,3,"=""""","=""""","=""248.4413""","=""0.0004""","=""""","=""1.4e+01""",C,"=""50184.97""","=""90423.78""","=""3d6""","=""b 3F""","=""2""","=""3d5.(4F).4s""","=""3F""","=""2""",5,5,E2,"=""u45""","=""""",
Fe,2,"=""248.444204""","=""0.000012""","=""248.444200""","=""0.000011""","=""60000""","=""2.16e+08""",C+,"=""44446.9051""","=""84685.245""","=""3d6.(5D).4p""","=""z 4D*""","=""7/2""","=""3d6.(5D).4d""","=""f 4D""","=""7/2""",8,8,,"=""T7186""","=""L18349c139""",
Fe,2,"=""248.45698""","=""0.00007""","=""248.456951""","=""0.000013""","=""4000""","=""3.6e+06""",D+,"=""26352.7671""","=""66589.042""","=""3d6.(3H).4s""","=""b 2H""","=""9/2""","=""3d6.(3G).4p""","=""y 4H*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""248.471057""","=""0.000019""","=""248.471062""","=""0.000013""","=""5000""","=""6.7e+07""",D+,"=""66612.659""","=""106846.649""","=""3d6.(3G).4p""","=""x 4F*""","=""3/2""","=""3d6.(5D).5d""","=""4F""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
