element,ion_stage,species,wavelength_nm,observed_nm,ritz_nm,wavelength_medium,intensity,intensity_raw,Aki,accuracy,Ei_cm-1,Ek_cm-1,conf_i,term_i,J_i,conf_k,term_k,J_k
Al,1,Al I,215.0728,,215.0728,air,,,4090000.0,E,112.061,46593.32,3s2.3p,2P*,3/2,3s2.8d,2D,3/2
Al,3,Al III,216.7356,,216.7356,air,,*,51400.0,C+,167612.75,213737.44,2p6.4f,2F*,5/2,2p6.8d,2D,5/2
Al,3,Al III,216.7356,,216.7356,air,,*,1080000.0,B+,167612.75,213737.44,2p6.4f,2F*,5/2,2p6.8d,2D,3/2
Al,3,Al III,216.7385,,216.7385,air,,,1030000.0,B+,167613.37,213737.44,2p6.4f,2F*,7/2,2p6.8d,2D,5/2
Al,1,Al I,216.8805,216.8805,216.88265,air,1.0,1g,29600000.0,C,0.000,46093.424,3s2.3p,2P*,1/2,3s2.7d,2D,3/2
Al,1,Al I,217.4028,217.4028,217.40707,air,1.0,1g,35300000.0,C,112.061,46094.312,3s2.3p,2P*,3/2,3s2.7d,2D,5/2
Al,1,Al I,217.41127,,217.41127,air,,,5880000.0,E,112.061,46093.424,3s2.3p,2P*,3/2,3s2.7d,2D,3/2
Al,2,Al II,219.2604,219.2604,219.2604,air,500.0,500,247000000.0,C+,95549.42,141143.05,3s.3d,3D,3,3p.3d,3F*,4
Al,2,Al II,219.4189,219.4189,219.4191,air,20.0,20,27400000.0,C,95549.42,141110.06,3s.3d,3D,3,3p.3d,3F*,3
Al,2,Al II,219.4245,219.4245,219.4244,air,70.0,70,219000000.0,C+,95550.51,141110.06,3s.3d,3D,2,3p.3d,3F*,3
Al,2,Al II,219.5404,,219.5404,air,,,1080000.0,E,95549.42,141084.89,3s.3d,3D,3,3p.3d,3F*,2
Al,2,Al II,219.5456,219.5456,219.5457,air,300.0,300,38300000.0,C,95550.51,141084.89,3s.3d,3D,2,3p.3d,3F*,2
Al,2,Al II,219.5502,219.5502,219.5502,air,300.0,300,207000000.0,C+,95551.44,141084.89,3s.3d,3D,1,3p.3d,3F*,2
Al,1,Al I,219.915,219.915,219.91827,air,1.0,1g,1750000.0,C,0.000,45457.244,3s2.3p,2P*,1/2,3s2.8s,2S,1/2
Al,1,Al I,220.459,220.459,220.46181,air,2.0,2g,3490000.0,C,112.061,45457.244,3s2.3p,2P*,3/2,3s2.8s,2S,1/2
Al,1,Al I,220.466,220.466,220.46676,air,2.0,2g,43700000.0,C+,0.000,45344.165,3s2.3p,2P*,1/2,3s2.6d,2D,3/2
Al,3,Al III,220.966,220.966,220.9508,air,1.0,1d,14600000.0,A,143633.38,188878.22,2p6.4p,2P*,1/2,2p6.5d,2D,3/2
Al,1,Al I,221.0046,221.0046,221.00603,air,2.0,2g,52000000.0,C+,112.061,45345.594,3s2.3p,2P*,3/2,3s2.6d,2D,5/2
Al,1,Al I,221.01301,,221.01301,air,,,8670000.0,C+,112.061,45344.165,3s2.3p,2P*,3/2,3s2.6d,2D,3/2
Al,3,Al III,221.356,221.356,221.3428,air,2.0,2d*,2820000.0,A,143713.50,188878.22,2p6.4p,2P*,3/2,2p6.5d,2D,3/2
Al,3,Al III,221.356,221.356,221.346,air,2.0,2d*,16900000.0,A,143713.50,188877.57,2p6.4p,2P*,3/2,2p6.5d,2D,5/2
Al,2,Al II,224.3045,224.3045,224.3047,air,300.0,300,30300000.0,C+,95350.60,139918.98,3s.4s,1S,0,3s.7p,1P*,1
Al,1,Al I,225.7999,225.7999,225.8007,air,2.0,2g,3770000.0,C,0.000,44273.133,3s2.3p,2P*,1/2,3s2.7s,2S,1/2
Al,1,Al I,226.3462,226.3462,226.34644,air,4.0,4g,68300000.0,B,0.000,44166.398,3s2.3p,2P*,1/2,3s2.5d,2D,3/2
